Block Name,Point ID,Points_0,Points_1,Points_2,Points_Magnitude,UMean_average_0,UMean_average_1,UMean_average_2,UMean_average_Magnitude,UPrime2Mean_average_0,UPrime2Mean_average_1,UPrime2Mean_average_2,UPrime2Mean_average_3,UPrime2Mean_average_4,UPrime2Mean_average_5,UPrime2Mean_average_Magnitude,U_average_0,U_average_1,U_average_2,U_average_Magnitude,k_total_average,nut_average,pMean_average,pPrime2Mean_average,p_average,s_average
internalMesh,1320,0.004065,-0.020337,0.000000,0.020739,0.868834,-1.340760,-0.001162,1.597658,3.759539,4.533865,0.000138,-3.946551,0.002952,-0.002794,7.089806,1.163165,-1.686466,0.002504,2.048689,4.146771,0.000002,-1.963018,3665709.750000,-9.783067,0.873726
internalMesh,1321,0.004531,-0.020151,0.000000,0.020654,0.808431,-1.093931,-0.001163,1.360238,4.364453,4.301957,0.000142,-4.098269,0.003123,-0.003201,7.372321,1.132117,-1.414367,0.002520,1.811664,4.333276,0.000002,-2.641991,3663064.250000,-10.452238,0.874129
internalMesh,1322,0.005853,-0.020157,0.000000,0.020989,0.676580,-0.625616,-0.001207,0.921497,5.745731,3.760741,0.000141,-4.245659,0.003017,-0.003748,8.073552,1.055358,-0.871389,0.002572,1.368614,4.753306,0.000002,-3.891661,3656665.000000,-11.610620,0.873869
internalMesh,1323,0.006331,-0.020346,0.000000,0.021308,0.597470,-0.389583,-0.001246,0.713265,6.539363,3.551142,0.000137,-4.286261,0.003058,-0.004068,8.587545,1.010757,-0.618482,0.002617,1.184971,5.045321,0.000002,-4.454141,3652904.000000,-12.109609,0.871203
internalMesh,1324,0.006909,-0.020348,0.000000,0.021489,0.506165,-0.145341,-0.001290,0.526620,7.408617,3.413755,0.000133,-4.323462,0.003226,-0.004508,9.232209,0.963078,-0.371990,0.002700,1.032426,5.411253,0.000002,-4.969763,3648775.750000,-12.579309,0.868879
internalMesh,1325,0.007491,-0.020351,0.000000,0.021686,0.407842,0.095645,-0.001337,0.418909,8.329584,3.313542,0.000128,-4.332026,0.003363,-0.004965,9.956306,0.912915,-0.136146,0.002762,0.923015,5.821627,0.000002,-5.432083,3644275.750000,-13.015777,0.865995
internalMesh,1326,0.008078,-0.020353,0.000000,0.021897,0.305417,0.323180,-0.001379,0.444664,9.254903,3.206433,0.000123,-4.280456,0.003447,-0.005332,10.689096,0.858541,0.074908,0.002771,0.861807,6.230729,0.000002,-5.833375,3639402.250000,-13.419797,0.863970
internalMesh,1327,0.008669,-0.020356,0.000000,0.022125,0.196923,0.535199,-0.001409,0.570280,10.153397,3.092128,0.000118,-4.167775,0.003517,-0.005542,11.402767,0.803802,0.265392,0.002697,0.846486,6.622822,0.000002,-6.166914,3634167.000000,-13.793919,0.863495
internalMesh,1328,0.009265,-0.020358,0.000000,0.022367,0.080026,0.732984,-0.001423,0.737342,11.008635,2.993760,0.000114,-4.006913,0.003539,-0.005584,12.091651,0.746018,0.434025,0.002569,0.863091,7.001254,0.000002,-6.428669,3628566.500000,-14.128438,0.864179
internalMesh,1329,0.009865,-0.020361,0.000000,0.022625,-0.047327,0.913925,-0.001414,0.915151,11.812350,2.929443,0.000109,-3.817531,0.003451,-0.005441,12.754875,0.687801,0.559425,0.002392,0.886585,7.370951,0.000002,-6.619476,3622599.500000,-14.421092,0.867458
internalMesh,1330,0.010470,-0.020363,0.000000,0.022897,-0.187180,1.084037,-0.001384,1.100079,12.574157,2.940011,0.000107,-3.626005,0.003202,-0.005172,13.412719,0.622567,0.651542,0.002102,0.901166,7.757138,0.000002,-6.747896,3616269.000000,-14.672390,0.870238
internalMesh,1331,0.011080,-0.020366,0.000000,0.023184,-0.346747,1.257744,-0.001341,1.304667,13.319003,3.037371,0.000105,-3.462186,0.002847,-0.004858,14.092843,0.506620,0.801911,0.001792,0.948540,8.178240,0.000002,-6.826862,3609580.250000,-14.902322,0.873590
internalMesh,1332,0.011592,-0.020368,0.000000,0.023435,-0.515953,1.416934,-0.001293,1.507950,14.052860,3.178639,0.000105,-3.320890,0.002539,-0.004644,14.785634,0.334417,1.019843,0.001436,1.073274,8.615801,0.000002,-6.868225,3602535.500000,-15.128568,0.878368
internalMesh,1333,0.012417,-0.020185,0.000000,0.023698,-0.686282,1.548884,-0.001258,1.694115,14.755448,3.320537,0.000105,-3.173462,0.002361,-0.004580,15.453806,0.168148,1.207896,0.001037,1.219545,9.038045,0.000002,-6.884370,3595134.500000,-15.349275,0.884096
internalMesh,1334,0.012938,-0.020234,0.000000,0.024016,-0.859826,1.659000,-0.001242,1.868577,15.446989,3.476996,0.000107,-3.033083,0.002251,-0.004622,16.121370,0.025922,1.342155,0.000563,1.342405,9.462046,0.000002,-6.886961,3587384.500000,-15.562951,0.889860
internalMesh,1335,0.013567,-0.020236,0.000000,0.024363,-1.034537,1.748183,-0.001250,2.031358,16.139198,3.643958,0.000111,-2.896866,0.002111,-0.004707,16.797144,-0.107194,1.455849,0.000062,1.459790,9.891634,0.000002,-6.889534,3579283.250000,-15.749022,0.897218
internalMesh,1336,0.014201,-0.020378,0.000000,0.024838,-1.208678,1.814957,-0.001272,2.180590,16.845943,3.810686,0.000117,-2.759375,0.001862,-0.004786,17.490606,-0.251883,1.586409,-0.000458,1.606281,10.328374,0.000002,-6.905905,3570848.250000,-15.910077,0.906582
internalMesh,1337,0.014839,-0.020381,0.000000,0.025211,-1.384469,1.865282,-0.001303,2.322936,17.578846,3.996890,0.000124,-2.623264,0.001482,-0.004874,18.217367,-0.407689,1.704168,-0.000998,1.752256,10.787929,0.000002,-6.950395,3562068.750000,-16.047129,0.915461
internalMesh,1338,0.015483,-0.020384,0.000000,0.025597,-1.570848,1.919502,-0.001334,2.480334,18.351061,4.228236,0.000132,-2.491141,0.001001,-0.005003,18.995926,-0.544583,1.782477,-0.001460,1.863812,11.289715,0.000002,-7.039191,3552958.500000,-16.162048,0.920825
internalMesh,1339,0.016132,-0.020386,0.000000,0.025997,-1.764965,1.976195,-0.001353,2.649613,19.172398,4.495498,0.000141,-2.364385,0.000408,-0.005151,19.833826,-0.677064,1.836808,-0.001819,1.957622,11.834017,0.000002,-7.183300,3543516.000000,-16.253428,0.923622
internalMesh,1340,0.016786,-0.020389,0.000000,0.026410,-1.957328,2.021949,-0.001359,2.814145,20.018951,4.748428,0.000149,-2.212000,-0.000286,-0.005290,20.692968,-0.777005,1.803746,-0.002049,1.963986,12.383765,0.000002,-7.390798,3533750.750000,-16.331261,0.922947
internalMesh,1341,0.017445,-0.020392,0.000000,0.026835,-2.145049,2.052574,-0.001352,2.968889,20.874331,4.989453,0.000156,-2.040032,-0.001039,-0.005403,21.559084,-0.893787,1.769348,-0.002212,1.982285,12.931970,0.000002,-7.664321,3523668.000000,-16.428461,0.920299
internalMesh,1342,0.018109,-0.020394,0.000000,0.027274,-2.324445,2.061894,-0.001331,3.107162,21.715393,5.207648,0.000163,-1.859614,-0.001835,-0.005450,22.408394,-1.018711,1.715269,-0.002214,1.994975,13.461604,0.000002,-8.001740,3513271.750000,-16.539371,0.920603
internalMesh,1343,0.018778,-0.020397,0.000000,0.027725,-2.493241,2.045295,-0.001301,3.224823,22.497110,5.373253,0.000170,-1.671822,-0.002628,-0.005441,23.190231,-1.165884,1.672595,-0.002043,2.038839,13.935265,0.000003,-8.399032,3502558.500000,-16.707624,0.927036
internalMesh,1344,0.019452,-0.020400,0.000000,0.028188,-2.653506,2.003086,-0.001269,3.324673,23.179384,5.473490,0.000176,-1.502098,-0.003398,-0.005410,23.864183,-1.373148,1.706993,-0.001866,2.190745,14.326525,0.000003,-8.853494,3491542.250000,-16.961514,0.945407
internalMesh,1345,0.020132,-0.020403,0.000000,0.028663,-2.806166,1.934688,-0.001238,3.408458,23.742868,5.503654,0.000182,-1.384659,-0.004202,-0.005359,24.411705,-1.565038,1.721634,-0.001754,2.326665,14.623352,0.000003,-9.363063,3480229.750000,-17.274376,0.951898
internalMesh,1346,0.020817,-0.020406,0.000000,0.029150,-2.953397,1.839858,-0.001211,3.479602,24.163038,5.484387,0.000187,-1.350861,-0.005090,-0.005332,24.814426,-1.720487,1.663664,-0.001701,2.393294,14.823805,0.000003,-9.924425,3468617.500000,-17.645830,0.954227
internalMesh,1347,0.021507,-0.020408,0.000000,0.029649,-3.093659,1.719970,-0.001186,3.539636,24.476559,5.453642,0.000191,-1.412239,-0.006032,-0.005368,25.116501,-1.895961,1.611745,-0.001757,2.488452,14.965196,0.000003,-10.529628,3456711.250000,-18.086109,0.956902
internalMesh,1348,0.022203,-0.020411,0.000000,0.030159,-3.227779,1.581207,-0.001166,3.594269,24.677517,5.446723,0.000194,-1.539433,-0.006884,-0.005580,25.318304,-2.076946,1.552686,-0.001914,2.593173,15.062217,0.000003,-11.170739,3444516.250000,-18.604078,0.956391
internalMesh,1349,0.022904,-0.020414,0.000000,0.030681,-3.353535,1.430749,-0.001156,3.645990,24.825686,5.458261,0.000195,-1.700673,-0.007552,-0.005961,25.475471,-2.212641,1.421251,-0.002182,2.629780,15.142069,0.000003,-11.840099,3432039.000000,-19.129438,0.951375
internalMesh,1350,0.023610,-0.020417,0.000000,0.031214,-3.480149,1.286291,-0.001156,3.710254,24.840376,5.467306,0.000196,-1.820724,-0.007960,-0.006484,25.500017,-2.319425,1.267575,-0.002603,2.643196,15.153939,0.000003,-12.528736,3419283.000000,-19.689701,0.945554
internalMesh,1351,0.024322,-0.020420,0.000000,0.031757,-3.600007,1.145211,-0.001177,3.777772,24.870207,5.559719,0.000195,-1.994307,-0.008303,-0.006910,25.561985,-2.442682,1.153467,-0.002801,2.701331,15.215058,0.000003,-13.219874,3406242.250000,-20.267277,0.940117
internalMesh,1352,0.025039,-0.020423,0.000000,0.032312,-3.733636,1.040587,-0.001227,3.875933,24.695120,5.561001,0.000192,-1.989685,-0.008518,-0.007200,25.391586,-2.523242,0.989257,-0.002860,2.710238,15.128156,0.000003,-13.900083,3392937.750000,-20.775560,0.936507
internalMesh,1353,0.025763,-0.020426,0.000000,0.032877,-3.878572,0.988187,-0.001286,4.002479,24.423765,5.412046,0.000190,-1.825132,-0.008062,-0.007403,25.082699,-2.606247,0.801559,-0.003165,2.726726,14.918000,0.000003,-14.549271,3379357.250000,-21.216169,0.938241
internalMesh,1354,0.026491,-0.020429,0.000000,0.033453,-4.002421,0.918145,-0.001317,4.106381,24.339203,5.486794,0.000191,-1.887942,-0.007465,-0.007255,25.021315,-2.704930,0.658034,-0.003568,2.783823,14.913093,0.000003,-15.125365,3365522.500000,-21.586943,0.945276
internalMesh,1355,0.027226,-0.020432,0.000000,0.034040,-4.100569,0.833773,-0.001276,4.184476,24.353476,5.634296,0.000193,-2.029919,-0.007059,-0.006385,25.079029,-2.819753,0.581598,-0.003701,2.879111,14.993983,0.000003,-15.565087,3351423.500000,-21.841854,0.945717
internalMesh,1356,0.027966,-0.020435,0.000000,0.034636,-4.177587,0.741165,-0.001236,4.242824,24.387764,5.782521,0.000195,-2.163877,-0.006968,-0.005013,25.157166,-2.916976,0.483227,-0.003371,2.956733,15.085239,0.000003,-15.873088,3337071.500000,-21.971262,0.943753
internalMesh,1357,0.028587,-0.020438,0.000000,0.035141,-4.228229,0.642650,-0.001223,4.276788,24.377403,5.899400,0.000198,-2.234023,-0.007117,-0.003406,25.180382,-2.992316,0.366085,-0.002764,3.014628,15.138502,0.000003,-16.039572,3322471.500000,-21.937700,0.942194
internalMesh,1358,0.029589,-0.020258,0.000000,0.035859,-4.260247,0.539701,-0.001255,4.294296,24.308718,5.934238,0.000202,-2.248224,-0.007291,-0.001968,25.123365,-3.070525,0.361354,-0.002383,3.091716,15.121581,0.000003,-16.075338,3307620.500000,-21.879913,0.941228
internalMesh,1359,0.030221,-0.020444,0.000000,0.036486,-4.269725,0.434776,-0.001362,4.291805,24.156382,5.864583,0.000205,-2.191313,-0.007317,-0.001030,24.954479,-3.153755,0.450759,-0.002710,3.185806,15.010583,0.000003,-16.002316,3292533.000000,-21.940645,0.946131
internalMesh,1360,0.030984,-0.020447,0.000000,0.037123,-4.262222,0.330074,-0.001527,4.274984,23.954418,5.709423,0.000208,-2.103919,-0.007057,-0.000747,24.715141,-3.229996,0.540414,-0.003255,3.274894,14.832023,0.000003,-15.839923,3277207.500000,-22.010641,0.949394
internalMesh,1361,0.031753,-0.020451,0.000000,0.037769,-4.236268,0.229841,-0.001711,4.242499,23.708355,5.519667,0.000211,-1.987602,-0.006592,-0.000928,24.423420,-3.286252,0.611007,-0.003566,3.342574,14.614116,0.000003,-15.605150,3261651.500000,-22.016636,0.948099
internalMesh,1362,0.032528,-0.020454,0.000000,0.038425,-4.199007,0.140668,-0.001855,4.201363,23.443962,5.325955,0.000213,-1.850934,-0.006152,-0.001214,24.112469,-3.333245,0.658899,-0.003649,3.397746,14.385065,0.000003,-15.310438,3245864.500000,-21.951998,0.945141
internalMesh,1363,0.033310,-0.020457,0.000000,0.039090,-4.149959,0.064140,-0.001909,4.150455,23.174923,5.132886,0.000214,-1.690546,-0.005936,-0.001245,23.796671,-3.363188,0.678531,-0.003592,3.430955,14.154012,0.000003,-14.967669,3229857.750000,-21.798887,0.941124
internalMesh,1364,0.034097,-0.020460,0.000000,0.039765,-4.090930,-0.001657,-0.001852,4.090930,22.938375,4.957705,0.000213,-1.543583,-0.005915,-0.000918,23.518728,-3.372421,0.665490,-0.003450,3.437457,13.948147,0.000003,-14.582170,3213635.250000,-21.570990,0.936537
internalMesh,1365,0.034891,-0.020463,0.000000,0.040449,-4.024253,-0.055342,-0.001685,4.024634,22.715729,4.808576,0.000211,-1.416552,-0.005989,-0.000219,23.262274,-3.369208,0.634026,-0.003296,3.428347,13.762258,0.000003,-14.154302,3197205.250000,-21.299500,0.932337
internalMesh,1366,0.035690,-0.020467,0.000000,0.041142,-3.953285,-0.096678,-0.001434,3.954467,22.506084,4.688812,0.000210,-1.324551,-0.006072,0.000734,23.027447,-3.357239,0.584207,-0.003180,3.407692,13.597554,0.000003,-13.682483,3180568.500000,-21.026161,0.928696
internalMesh,1367,0.036496,-0.020470,0.000000,0.041845,-3.879482,-0.128574,-0.001139,3.881612,22.299570,4.594497,0.000210,-1.272534,-0.006170,0.001777,22.803499,-3.334197,0.504272,-0.003092,3.372116,13.447139,0.000003,-13.162996,3163729.500000,-20.792110,0.925494
internalMesh,1368,0.037308,-0.020473,0.000000,0.042557,-3.806099,-0.153806,-0.000826,3.809205,22.079689,4.526264,0.000211,-1.253972,-0.006394,0.002791,22.573706,-3.318555,0.408152,-0.002857,3.343561,13.303082,0.000003,-12.591322,3146687.000000,-20.618620,0.923220
internalMesh,1369,0.038127,-0.020477,0.000000,0.043277,-3.734734,-0.176494,-0.000525,3.738902,21.838837,4.496606,0.000210,-1.268693,-0.006893,0.003722,22.333023,-3.334008,0.308172,-0.002279,3.348221,13.167828,0.000003,-11.967771,3129459.000000,-20.491993,0.921831
internalMesh,1370,0.038951,-0.020480,0.000000,0.044007,-3.667615,-0.197414,-0.000269,3.672924,21.574188,4.506973,0.000208,-1.303431,-0.007428,0.004448,22.078438,-3.371011,0.198522,-0.001404,3.376852,13.040684,0.000003,-11.299198,3112035.250000,-20.381388,0.919732
internalMesh,1371,0.039783,-0.020484,0.000000,0.044746,-3.607150,-0.215502,-0.000086,3.613582,21.289036,4.556569,0.000205,-1.349164,-0.007723,0.004778,21.812971,-3.427445,0.093557,-0.000593,3.428722,12.922905,0.000003,-10.603629,3094435.000000,-20.272539,0.917539
internalMesh,1372,0.040620,-0.020487,0.000000,0.045494,-3.556579,-0.223551,-0.000005,3.563598,20.984272,4.596724,0.000202,-1.383049,-0.007529,0.004485,21.526320,-3.492327,0.006205,-0.000056,3.492333,12.790598,0.000003,-9.912302,3076649.000000,-20.149878,0.915721
internalMesh,1373,0.041465,-0.020490,0.000000,0.046251,-3.514339,-0.222529,0.000005,3.521377,20.704073,4.590218,0.000203,-1.423452,-0.006955,0.003735,21.254530,-3.571825,-0.076000,0.000129,3.572634,12.647248,0.000004,-9.256503,3058684.250000,-19.991907,0.915038
internalMesh,1374,0.042315,-0.020494,0.000000,0.047017,-3.481025,-0.210914,-0.000028,3.487409,20.463600,4.623471,0.000209,-1.477352,-0.005955,0.002489,21.031359,-3.656954,-0.136331,-0.000137,3.659494,12.543639,0.000004,-8.654590,3040545.250000,-19.792753,0.915765
internalMesh,1375,0.043173,-0.020497,0.000000,0.047792,-3.450498,-0.197971,-0.000132,3.456172,20.283758,4.635527,0.000212,-1.509006,-0.005083,0.001044,20.861353,-3.743271,-0.079396,-0.000379,3.744113,12.459750,0.000004,-8.115368,3022230.250000,-19.550993,0.916962
internalMesh,1376,0.044037,-0.020501,0.000000,0.048575,-3.414069,-0.202366,-0.000303,3.420062,20.171644,4.481653,0.000208,-1.493509,-0.005234,0.000191,20.717409,-3.845104,0.033267,-0.000783,3.845248,12.326753,0.000004,-7.631625,3003745.000000,-19.303350,0.917838
internalMesh,1377,0.044908,-0.020505,0.000000,0.049367,-3.366706,-0.225762,-0.000482,3.374267,20.147606,4.199183,0.000207,-1.445459,-0.006143,0.000091,20.631252,-3.912623,0.113671,-0.001187,3.914274,12.173496,0.000004,-7.180691,2985101.000000,-19.023438,0.919426
internalMesh,1378,0.045785,-0.020508,0.000000,0.050168,-3.313360,-0.254150,-0.000609,3.323093,20.171906,3.879537,0.000211,-1.353065,-0.007109,0.000361,20.586098,-3.965219,0.187773,-0.001412,3.969662,12.025829,0.000004,-6.747646,2966294.750000,-18.753109,0.921133
internalMesh,1379,0.046669,-0.020512,0.000000,0.050978,-3.255583,-0.284961,-0.000662,3.268030,20.214369,3.567354,0.000221,-1.222642,-0.007913,0.000793,20.563114,-3.974594,0.242814,-0.001429,3.982004,11.890974,0.000004,-6.318294,2947328.750000,-18.464176,0.922276
internalMesh,1380,0.047561,-0.020515,0.000000,0.051797,-3.194377,-0.319357,-0.000640,3.210301,20.257055,3.295025,0.000234,-1.080132,-0.008506,0.001298,20.551697,-3.977805,0.275057,-0.001239,3.987303,11.776157,0.000004,-5.882485,2928208.750000,-18.093904,0.923047
internalMesh,1381,0.048459,-0.020519,0.000000,0.052624,-3.130321,-0.355158,-0.000560,3.150404,20.288233,3.074440,0.000249,-0.939858,-0.008899,0.001729,20.541372,-3.967960,0.277219,-0.000818,3.977633,11.681461,0.000003,-5.431389,2908935.000000,-17.632721,0.922672
internalMesh,1382,0.049364,-0.020523,0.000000,0.053460,-3.062347,-0.392806,-0.000446,3.087437,20.302799,2.889492,0.000265,-0.807865,-0.009151,0.001990,20.523293,-3.939881,0.256925,-0.000152,3.948250,11.596279,0.000003,-4.958449,2889513.500000,-17.091658,0.921705
internalMesh,1383,0.050276,-0.020527,0.000000,0.054305,-2.989922,-0.430590,-0.000326,3.020769,20.293894,2.737911,0.000280,-0.684963,-0.009340,0.002031,20.489206,-3.927232,0.194667,0.000376,3.932054,11.516043,0.000004,-4.460271,2869943.750000,-16.493555,0.921095
internalMesh,1384,0.051195,-0.020530,0.000000,0.055159,-2.914133,-0.465098,-0.000209,2.951015,20.254677,2.624936,0.000294,-0.566467,-0.009467,0.001915,20.431915,-3.954019,0.109398,0.000583,3.955532,11.439953,0.000004,-3.934907,2850231.750000,-15.888881,0.921735
internalMesh,1385,0.052122,-0.020534,0.000000,0.056021,-2.835154,-0.495171,-0.000107,2.878071,20.176247,2.540800,0.000304,-0.448940,-0.009543,0.001678,20.340557,-3.974717,0.043799,0.000718,3.974958,11.358678,0.000003,-3.381494,2830369.500000,-15.345388,0.927952
internalMesh,1386,0.053055,-0.020538,0.000000,0.056892,-2.751065,-0.522571,-0.000025,2.800257,20.060320,2.470544,0.000312,-0.334183,-0.009585,0.001411,20.214643,-3.955056,-0.021171,0.001005,3.955113,11.265588,0.000003,-2.798520,2810369.750000,-14.868270,0.930381
internalMesh,1387,0.053996,-0.020542,0.000000,0.057772,-2.662555,-0.547845,0.000046,2.718333,19.907707,2.412667,0.000316,-0.233254,-0.009592,0.001178,20.054731,-3.919461,-0.094408,0.001477,3.920598,11.160343,0.000003,-2.184881,2790233.250000,-14.411432,0.930534
internalMesh,1388,0.054944,-0.020546,0.000000,0.058660,-2.570083,-0.571507,0.000111,2.632859,19.723415,2.366186,0.000317,-0.153716,-0.009554,0.000984,19.865438,-3.864519,-0.165046,0.001998,3.868042,11.044958,0.000003,-1.541058,2769961.250000,-13.963091,0.931699
internalMesh,1389,0.055900,-0.020550,0.000000,0.059558,-2.474055,-0.594306,0.000170,2.544435,19.511374,2.321324,0.000317,-0.094581,-0.009476,0.000745,19.649206,-3.795688,-0.239931,0.002597,3.803265,10.916506,0.000003,-0.868934,2749558.500000,-13.531415,0.932712
internalMesh,1390,0.056863,-0.020554,0.000000,0.060464,-2.375266,-0.616103,0.000207,2.453868,19.281385,2.269969,0.000315,-0.050318,-0.009395,0.000328,19.414614,-3.709959,-0.304394,0.003071,3.722426,10.775835,0.000003,-0.172406,2729029.250000,-13.126949,0.933628
internalMesh,1391,0.057834,-0.020558,0.000000,0.061379,-2.274364,-0.635062,0.000208,2.361363,19.043749,2.219128,0.000311,-0.008361,-0.009342,-0.000368,19.172611,-3.618481,-0.341276,0.003219,3.634541,10.631593,0.000003,0.543247,2708375.250000,-12.738261,0.934461
internalMesh,1392,0.058812,-0.020562,0.000000,0.062302,-2.172018,-0.647528,0.000162,2.266485,18.804848,2.192327,0.000306,0.039959,-0.009230,-0.001423,18.932255,-3.523727,-0.364088,0.003106,3.542488,10.498739,0.000003,1.273630,2687594.250000,-12.323878,0.934013
internalMesh,1393,0.059674,-0.020565,0.000000,0.063118,-2.068131,-0.650447,0.000059,2.168006,18.570160,2.221966,0.000299,0.090336,-0.008999,-0.002901,18.702841,-3.421534,-0.384941,0.002892,3.443121,10.396213,0.000003,2.018417,2666696.000000,-11.844600,0.932760
internalMesh,1394,0.060957,-0.020392,0.000000,0.064277,-1.961904,-0.644927,-0.000097,2.065187,18.344000,2.321572,0.000294,0.131793,-0.008767,-0.004703,18.490795,-3.340315,-0.382679,0.002617,3.362165,10.332934,0.000003,2.782615,2645685.750000,-11.310534,0.932160
internalMesh,1395,0.061624,-0.020752,0.000000,0.065024,-1.852190,-0.634202,-0.000291,1.957759,18.122381,2.469605,0.000292,0.169470,-0.008786,-0.006573,18.290667,-3.233344,-0.407398,0.002266,3.258909,10.296140,0.000003,3.571548,2624556.750000,-10.745333,0.931409
internalMesh,1396,0.062969,-0.020757,0.000000,0.066302,-1.738280,-0.622506,-0.000481,1.846383,17.889177,2.626193,0.000296,0.224205,-0.009262,-0.008178,18.082312,-3.128825,-0.438113,0.002099,3.159350,10.257832,0.000003,4.391081,2603320.000000,-10.157590,0.929964
internalMesh,1397,0.063817,-0.020582,0.000000,0.067054,-1.620470,-0.613961,-0.000614,1.732880,17.635433,2.770350,0.000303,0.299076,-0.010083,-0.009313,17.854214,-3.064793,-0.423076,0.002257,3.093858,10.203042,0.000003,5.245384,2581974.250000,-9.562632,0.928542
internalMesh,1398,0.064841,-0.020587,0.000000,0.068031,-1.501481,-0.610016,-0.000647,1.620668,17.364279,2.906465,0.000307,0.367709,-0.010882,-0.009964,17.609690,-2.984738,-0.374983,0.002670,3.008202,10.135525,0.000003,6.129815,2560531.500000,-8.923891,0.928260
internalMesh,1399,0.065874,-0.020591,0.000000,0.069017,-1.383592,-0.611096,-0.000588,1.512536,17.081038,3.037353,0.000307,0.404567,-0.011411,-0.010207,17.353710,-2.899276,-0.313364,0.003061,2.916163,10.059349,0.000003,7.031994,2538986.250000,-8.198984,0.930392
internalMesh,1400,0.066915,-0.020595,0.000000,0.070012,-1.266815,-0.617668,-0.000466,1.409374,16.796345,3.149041,0.000303,0.399861,-0.011669,-0.010215,17.093678,-2.817006,-0.321811,0.003056,2.835330,9.972845,0.000003,7.935715,2517350.750000,-7.377746,0.931655
internalMesh,1401,0.067963,-0.020599,0.000000,0.071016,-1.150142,-0.628511,-0.000312,1.310669,16.527637,3.229810,0.000294,0.358730,-0.011830,-0.010089,16.844091,-2.731019,-0.398037,0.002682,2.759874,9.878871,0.000003,8.825103,2495627.750000,-6.471465,0.930733
